"iid","gender","age","imprace","imprelig","exphappy","expnum","dec","attr","sinc","intel","fun","amb","shar","satis_2","length"
28,0,26,,,,,0,,,,,,,,
28,0,26,,,,,1,6.0,6.0,7.0,5.0,6.0,7.0,,
28,0,26,,,,,0,4.0,5.0,6.5,5.0,5.0,6.0,,
28,0,26,,,,,0,4.0,6.0,6.0,5.0,6.0,6.0,,
29,0,22,4,5,7,4,0,4.0,9.0,4.0,4.0,5.0,,6,3
29,0,22,4,5,7,4,0,4.0,8.0,6.0,3.0,6.0,,6,3
29,0,22,4,5,7,4,0,6.0,8.0,7.0,5.0,5.0,,6,3
29,0,22,4,5,7,4,0,5.0,7.0,5.0,3.0,5.0,,6,3
29,0,22,4,5,7,4,1,8.0,6.0,7.0,3.0,7.0,2.0,6,3
29,0,22,4,5,7,4,1,6.0,8.0,7.0,4.0,7.0,2.0,6,3
29,0,22,4,5,7,4,1,8.0,6.0,6.0,5.0,,,6,3
29,0,22,4,5,7,4,0,5.0,6.0,6.0,7.0,6.0,,6,3
29,0,22,4,5,7,4,1,8.0,7.0,8.0,8.0,8.0,6.0,6,3
29,0,22,4,5,7,4,0,7.0,5.0,6.0,8.0,6.0,4.0,6,3
29,0,22,4,5,7,4,1,7.0,7.0,7.0,7.0,7.0,,6,3
29,0,22,4,5,7,4,1,6.0,7.0,7.0,4.0,6.0,6.0,6,3
29,0,22,4,5,7,4,1,6.0,8.0,8.0,5.0,7.0,5.0,6,3
29,0,22,4,5,7,4,1,9.0,8.0,8.0,5.0,7.0,,6,3
29,0,22,4,5,7,4,0,6.0,7.0,6.0,4.0,6.0,5.0,6,3
29,0,22,4,5,7,4,1,6.0,8.0,7.0,6.0,5.0,3.0,6,3
30,0,23,2,4,3,2,0,3.0,6.0,6.0,5.0,6.0,5.0,3,1
30,0,23,2,4,3,2,0,8.0,9.0,8.0,5.0,9.0,5.0,3,1
30,0,23,2,4,3,2,0,6.0,7.0,8.0,7.0,8.0,7.0,3,1
30,0,23,2,4,3,2,0,4.0,6.0,6.0,5.0,7.0,6.0,3,1
30,0,23,2,4,3,2,0,6.0,9.0,7.0,5.0,6.0,3.0,3,1
30,0,23,2,4,3,2,0,4.0,5.0,5.0,2.0,6.0,5.0,3,1
30,0,23,2,4,3,2,0,8.0,7.0,7.0,7.0,5.0,5.0,3,1
30,0,23,2,4,3,2,0,5.0,5.0,5.0,7.0,7.0,6.0,3,1
30,0,23,2,4,3,2,0,7.0,7.0,5.0,7.0,5.0,7.0,3,1
30,0,23,2,4,3,2,1,8.0,7.0,7.0,7.0,7.0,7.0,3,1
30,0,23,2,4,3,2,1,7.0,7.0,8.0,8.0,7.0,7.0,3,1
30,0,23,2,4,3,2,0,5.0,5.0,5.0,2.0,4.0,3.0,3,1
30,0,23,2,4,3,2,0,3.0,7.0,8.0,6.0,7.0,5.0,3,1
30,0,23,2,4,3,2,1,7.0,7.0,8.0,7.0,9.0,7.0,3,1
30,0,23,2,4,3,2,0,3.0,5.0,8.0,4.0,7.0,6.0,3,1
30,0,23,2,4,3,2,1,7.0,7.0,8.0,8.0,7.0,8.0,3,1
31,0,24,4,8,5,4,0,4.0,6.0,6.0,6.0,6.0,4.0,4,1
31,0,24,4,8,5,4,0,3.0,6.0,6.0,3.0,6.0,2.0,4,1
31,0,24,4,8,5,4,0,4.0,5.0,6.0,5.0,6.0,4.0,4,1
31,0,24,4,8,5,4,0,4.0,5.0,6.0,5.0,5.0,5.0,4,1
31,0,24,4,8,5,4,0,4.0,6.0,7.0,5.0,8.0,5.0,4,1
31,0,24,4,8,5,4,0,4.0,5.0,7.0,3.0,6.0,4.0,4,1
31,0,24,4,8,5,4,0,9.0,6.0,7.0,7.0,6.0,5.0,4,1
31,0,24,4,8,5,4,0,2.0,3.0,4.0,2.0,6.0,2.0,4,1
31,0,24,4,8,5,4,1,8.0,9.0,8.0,8.0,8.0,8.0,4,1
31,0,24,4,8,5,4,1,7.0,8.0,8.0,6.0,7.0,5.0,4,1
31,0,24,4,8,5,4,1,9.0,7.0,8.0,9.0,8.0,8.0,4,1
31,0,24,4,8,5,4,0,4.0,6.0,5.0,5.0,5.0,5.0,4,1
31,0,24,4,8,5,4,0,3.0,8.0,8.0,5.0,5.0,5.0,4,1
31,0,24,4,8,5,4,0,7.0,7.0,7.0,6.0,6.0,6.0,4,1
31,0,24,4,8,5,4,0,4.0,5.0,6.0,4.0,5.0,5.0,4,1
31,0,24,4,8,5,4,1,9.0,8.0,7.0,10.0,9.0,8.0,4,1
32,0,27,1,1,3,0,0,4.0,8.0,7.0,9.0,,6.0,5,3
32,0,27,1,1,3,0,0,7.0,8.0,9.0,,9.0,7.0,5,3
32,0,27,1,1,3,0,0,5.0,6.0,6.0,7.0,8.0,,5,3
32,0,27,1,1,3,0,0,5.0,7.0,7.0,6.0,9.0,5.0,5,3
32,0,27,1,1,3,0,0,5.0,7.0,9.0,5.0,4.0,6.0,5,3
32,0,27,1,1,3,0,0,8.0,8.0,9.0,5.0,9.0,6.0,5,3
32,0,27,1,1,3,0,0,8.0,9.0,8.0,,8.0,7.0,5,3
32,0,27,1,1,3,0,0,7.0,9.0,8.0,7.0,8.0,8.0,5,3
32,0,27,1,1,3,0,0,7.0,8.0,7.0,9.0,6.0,4.0,5,3
32,0,27,1,1,3,0,0,6.0,8.0,9.0,9.0,6.0,6.0,5,3
32,0,27,1,1,3,0,0,7.0,8.0,8.0,9.0,8.0,4.0,5,3
32,0,27,1,1,3,0,0,5.0,6.0,7.0,6.0,7.0,5.0,5,3
32,0,27,1,1,3,0,0,4.0,7.0,6.0,6.0,9.0,4.0,5,3
32,0,27,1,1,3,0,0,7.0,6.0,9.0,8.0,9.0,9.0,5,3
32,0,27,1,1,3,0,0,7.0,6.0,9.0,8.0,9.0,9.0,5,3
32,0,27,1,1,3,0,0,8.0,8.0,7.0,9.0,7.0,5.0,5,3
33,0,30,4,8,4,0,1,6.0,8.0,7.0,10.0,7.0,4.0,5,3
33,0,30,4,8,4,0,0,2.0,6.0,7.0,4.0,6.0,2.0,5,3
33,0,30,4,8,4,0,0,6.0,8.0,6.0,6.0,6.0,5.0,5,3
33,0,30,4,8,4,0,1,5.0,7.0,7.0,5.0,7.0,5.0,5,3
33,0,30,4,8,4,0,0,5.0,6.0,6.0,2.0,5.0,7.0,5,3
33,0,30,4,8,4,0,0,6.0,6.0,7.0,3.0,7.0,3.0,5,3
33,0,30,4,8,4,0,0,8.0,7.0,9.0,5.0,6.0,4.0,5,3
33,0,30,4,8,4,0,0,4.0,5.0,6.0,7.0,7.0,4.0,5,3
33,0,30,4,8,4,0,1,8.0,7.0,6.0,6.0,7.0,8.0,5,3
33,0,30,4,8,4,0,0,6.0,7.0,8.0,5.0,7.0,5.0,5,3
33,0,30,4,8,4,0,1,7.0,9.0,7.0,7.0,10.0,5.0,5,3
33,0,30,4,8,4,0,0,7.0,5.0,9.0,1.0,9.0,2.0,5,3
33,0,30,4,8,4,0,1,9.0,9.0,8.0,9.0,7.0,9.0,5,3
33,0,30,4,8,4,0,0,8.0,7.0,5.0,6.0,7.0,4.0,5,3
33,0,30,4,8,4,0,0,5.0,6.0,5.0,5.0,6.0,8.0,5,3
33,0,30,4,8,4,0,0,7.0,7.0,6.0,6.0,6.0,4.0,5,3
34,0,21,2,2,6,5,0,4.0,4.0,5.0,4.0,4.0,,6,1
34,0,21,2,2,6,5,0,3.0,4.0,7.0,4.0,4.0,,6,1
34,0,21,2,2,6,5,0,5.0,4.0,5.0,6.0,7.0,6.0,6,1
34,0,21,2,2,6,5,0,4.0,4.0,6.0,4.0,6.0,,6,1
34,0,21,2,2,6,5,0,4.0,6.0,5.0,4.0,5.0,3.0,6,1
34,0,21,2,2,6,5,0,4.0,5.0,6.0,5.0,6.0,5.0,6,1
34,0,21,2,2,6,5,1,9.0,8.0,9.0,7.0,8.0,,6,1
34,0,21,2,2,6,5,0,3.0,3.0,5.0,3.0,5.0,3.0,6,1
34,0,21,2,2,6,5,0,5.0,4.0,3.0,3.0,2.0,2.0,6,1
34,0,21,2,2,6,5,1,7.0,8.0,8.0,7.0,8.0,6.0,6,1
34,0,21,2,2,6,5,0,4.0,4.0,6.0,6.0,7.0,4.0,6,1
34,0,21,2,2,6,5,0,3.0,3.0,4.0,2.0,2.0,2.0,6,1
34,0,21,2,2,6,5,0,4.0,4.0,5.0,4.0,5.0,3.0,6,1
34,0,21,2,2,6,5,0,5.0,4.0,6.0,3.0,7.0,3.0,6,1
34,0,21,2,2,6,5,0,4.0,6.0,6.0,5.0,7.0,3.0,6,1
34,0,21,2,2,6,5,0,4.0,4.0,5.0,6.0,6.0,5.0,6,1
35,0,25,9,7,7,8,1,6.0,8.0,9.0,7.0,7.0,8.0,6,1
35,0,25,9,7,7,8,0,5.0,9.0,8.0,6.0,7.0,6.0,6,1
35,0,25,9,7,7,8,0,6.0,8.0,9.0,8.0,7.0,9.0,6,1
35,0,25,9,7,7,8,0,6.0,8.0,8.0,8.0,7.0,7.0,6,1
35,0,25,9,7,7,8,0,5.0,8.0,7.0,7.0,7.0,5.0,6,1
35,0,25,9,7,7,8,1,7.0,8.0,9.0,7.0,8.0,9.0,6,1
35,0,25,9,7,7,8,1,8.0,8.0,9.0,9.0,8.0,10.0,6,1
35,0,25,9,7,7,8,0,5.0,6.0,8.0,8.0,7.0,8.0,6,1
35,0,25,9,7,7,8,1,8.0,8.0,7.0,8.0,7.0,6.0,6,1
35,0,25,9,7,7,8,1,7.0,9.0,9.0,9.0,9.0,10.0,6,1
35,0,25,9,7,7,8,1,6.0,8.0,8.0,10.0,8.0,9.0,6,1
35,0,25,9,7,7,8,1,8.0,8.0,6.0,6.0,7.0,6.0,6,1
35,0,25,9,7,7,8,0,6.0,7.0,10.0,7.0,7.0,9.0,6,1
35,0,25,9,7,7,8,1,8.0,8.0,8.0,8.0,8.0,6.0,6,1
35,0,25,9,7,7,8,0,6.0,8.0,8.0,6.0,7.0,9.0,6,1
35,0,25,9,7,7,8,0,6.0,8.0,8.0,8.0,8.0,6.0,6,1
36,0,26,7,8,6,8,0,2.0,5.0,2.0,3.0,1.0,3.0,3,1
36,0,26,7,8,6,8,0,1.0,2.0,2.0,1.0,8.0,2.0,3,1
36,0,26,7,8,6,8,0,2.0,2.0,4.0,1.0,5.0,1.0,3,1
36,0,26,7,8,6,8,0,1.0,1.0,1.0,1.0,1.0,1.0,3,1
36,0,26,7,8,6,8,0,1.0,1.0,1.0,1.0,1.0,1.0,3,1
36,0,26,7,8,6,8,0,2.0,2.0,5.0,2.0,8.0,4.0,3,1
36,0,26,7,8,6,8,0,2.0,5.0,4.0,3.0,4.0,2.0,3,1
36,0,26,7,8,6,8,0,1.0,3.0,5.0,1.0,2.0,1.0,3,1
36,0,26,7,8,6,8,0,3.0,1.0,2.0,2.0,2.0,3.0,3,1
36,0,26,7,8,6,8,1,4.0,5.0,8.0,8.0,10.0,8.0,3,1
36,0,26,7,8,6,8,0,5.0,4.0,8.0,5.0,8.0,3.0,3,1
36,0,26,7,8,6,8,1,5.0,2.0,6.0,2.0,5.0,4.0,3,1
36,0,26,7,8,6,8,0,1.0,5.0,5.0,2.0,5.0,2.0,3,1
36,0,26,7,8,6,8,1,9.0,8.0,8.0,5.0,6.0,7.0,3,1
36,0,26,7,8,6,8,0,3.0,4.0,6.0,4.0,5.0,2.0,3,1
36,0,26,7,8,6,8,0,5.0,6.0,8.0,6.0,8.0,4.0,3,1
37,0,27,5,8,7,3,0,2.0,4.0,5.0,4.0,4.0,3.0,6,1
37,0,27,5,8,7,3,0,2.0,5.0,6.0,3.0,4.0,3.0,6,1
37,0,27,5,8,7,3,1,4.0,4.0,6.0,7.0,5.0,4.0,6,1
37,0,27,5,8,7,3,0,4.0,7.0,8.0,2.0,6.0,2.0,6,1
37,0,27,5,8,7,3,1,7.0,6.0,8.0,6.0,9.0,6.0,6,1
37,0,27,5,8,7,3,0,6.0,4.0,7.0,4.0,5.0,2.0,6,1
37,0,27,5,8,7,3,1,8.0,5.0,9.0,7.0,6.0,5.0,6,1
37,0,27,5,8,7,3,0,3.0,5.0,7.0,6.0,6.0,6.0,6,1
37,0,27,5,8,7,3,1,8.0,5.0,6.0,9.0,4.0,6.0,6,1
37,0,27,5,8,7,3,0,6.0,5.0,5.0,4.0,4.0,4.0,6,1
37,0,27,5,8,7,3,1,6.0,3.0,6.0,8.0,4.0,4.0,6,1
37,0,27,5,8,7,3,1,7.0,4.0,7.0,7.0,6.0,8.0,6,1
37,0,27,5,8,7,3,1,2.0,6.0,6.0,6.0,4.0,5.0,6,1
37,0,27,5,8,7,3,1,7.0,7.0,7.0,4.0,7.0,4.0,6,1
37,0,27,5,8,7,3,0,4.0,3.0,4.0,2.0,3.0,3.0,6,1
37,0,27,5,8,7,3,1,5.0,7.0,6.0,7.0,4.0,5.0,6,1
38,0,23,8,1,2,12,0,2.0,8.0,10.0,3.0,10.0,3.0,2,1
38,0,23,8,1,2,12,0,1.0,1.0,10.0,1.0,10.0,1.0,2,1
38,0,23,8,1,2,12,0,8.0,8.0,10.0,7.0,7.0,7.0,2,1
38,0,23,8,1,2,12,0,3.0,7.0,10.0,4.0,8.0,2.0,2,1
38,0,23,8,1,2,12,0,5.0,10.0,7.0,4.0,5.0,7.0,2,1
38,0,23,8,1,2,12,0,6.0,6.0,8.0,3.0,8.0,3.0,2,1
38,0,23,8,1,2,12,0,10.0,6.0,6.0,9.0,5.0,3.0,2,1
38,0,23,8,1,2,12,0,7.0,9.0,7.0,7.0,4.0,3.0,2,1
38,0,23,8,1,2,12,1,8.0,6.0,5.0,8.0,5.0,3.0,2,1
38,0,23,8,1,2,12,1,9.0,9.0,9.0,8.0,5.0,3.0,2,1
38,0,23,8,1,2,12,1,8.0,8.0,8.0,9.0,9.0,7.0,2,1
38,0,23,8,1,2,12,0,8.0,7.0,9.0,8.0,8.0,3.0,2,1
38,0,23,8,1,2,12,0,2.0,9.0,9.0,3.0,8.0,3.0,2,1
38,0,23,8,1,2,12,0,3.0,9.0,9.0,3.0,9.0,5.0,2,1
38,0,23,8,1,2,12,0,3.0,9.0,9.0,5.0,9.0,5.0,2,1
38,0,23,8,1,2,12,1,8.0,8.0,8.0,8.0,9.0,8.0,2,1
39,0,24,6,4,2,5,1,6.0,7.0,9.0,9.0,9.0,8.0,4,1
39,0,24,6,4,2,5,0,3.0,10.0,9.0,6.0,8.0,,4,1
39,0,24,6,4,2,5,1,5.0,5.0,9.0,7.0,9.0,,4,1
39,0,24,6,4,2,5,1,7.0,9.0,8.0,7.0,6.0,5.0,4,1
39,0,24,6,4,2,5,0,4.0,7.0,7.0,4.0,5.0,1.0,4,1
39,0,24,6,4,2,5,0,4.0,5.0,7.0,1.0,5.0,1.0,4,1
39,0,24,6,4,2,5,0,8.0,6.0,9.0,9.0,6.0,,4,1
39,0,24,6,4,2,5,1,5.0,5.0,8.0,8.0,5.0,7.0,4,1
39,0,24,6,4,2,5,1,8.0,5.0,6.0,7.0,5.0,5.0,4,1
39,0,24,6,4,2,5,0,5.0,7.0,7.0,7.0,9.0,,4,1
39,0,24,6,4,2,5,1,5.0,6.0,8.0,10.0,8.0,,4,1
39,0,24,6,4,2,5,0,3.0,1.0,8.0,1.0,9.0,,4,1
39,0,24,6,4,2,5,1,3.0,9.0,9.0,6.0,9.0,,4,1
39,0,24,6,4,2,5,1,8.0,7.0,9.0,5.0,5.0,,4,1
39,0,24,6,4,2,5,0,4.0,8.0,8.0,5.0,6.0,,4,1
39,0,24,6,4,2,5,0,6.0,7.0,8.0,10.0,7.0,,4,1
40,1,25,9,6,3,2,0,3.0,10.0,10.0,6.0,4.0,7.0,2,1
40,1,25,9,6,3,2,0,4.0,10.0,8.0,8.0,6.0,4.0,2,1
40,1,25,9,6,3,2,0,5.0,4.0,3.0,7.0,4.0,3.0,2,1
40,1,25,9,6,3,2,0,5.0,10.0,9.0,9.0,8.0,5.0,2,1
40,1,25,9,6,3,2,0,8.0,10.0,9.0,9.0,8.0,4.0,2,1
40,1,25,9,6,3,2,0,8.0,9.0,9.0,8.0,7.0,4.0,2,1
40,1,25,9,6,3,2,0,9.0,8.0,6.0,8.0,7.0,5.0,2,1
40,1,25,9,6,3,2,0,8.0,8.0,7.0,8.0,7.0,3.0,2,1
40,1,25,9,6,3,2,0,5.0,6.0,3.0,4.0,3.0,3.0,2,1
40,1,25,9,6,3,2,0,6.0,6.0,8.0,7.0,8.0,4.0,2,1
40,1,25,9,6,3,2,0,7.0,5.0,4.0,4.0,8.0,3.0,2,1
40,1,25,9,6,3,2,0,8.0,10.0,10.0,7.0,8.0,4.0,2,1
40,1,25,9,6,3,2,0,6.0,10.0,10.0,8.0,5.0,3.0,2,1
40,1,25,9,6,3,2,0,8.0,7.0,6.0,8.0,6.0,4.0,2,1
40,1,25,9,6,3,2,0,5.0,6.0,6.0,5.0,7.0,3.0,2,1
40,1,25,9,6,3,2,0,5.0,8.0,9.0,7.0,8.0,4.0,2,1
40,1,25,9,6,3,2,0,4.0,6.0,8.0,7.0,6.0,3.0,2,1
40,1,25,9,6,3,2,0,8.0,9.0,10.0,9.0,10.0,7.0,2,1
40,1,25,9,6,3,2,0,3.0,10.0,9.0,10.0,4.0,4.0,2,1
41,1,30,1,1,7,3,0,5.0,5.0,5.0,5.0,5.0,,5,3
41,1,30,1,1,7,3,0,5.0,5.0,5.0,5.0,5.0,,5,3
41,1,30,1,1,7,3,0,8.0,8.0,8.0,8.0,8.0,,5,3
41,1,30,1,1,7,3,0,5.0,5.0,5.0,5.0,5.0,,5,3
41,1,30,1,1,7,3,1,5.0,5.0,5.0,5.0,5.0,,5,3
41,1,30,1,1,7,3,1,5.0,5.0,5.0,5.0,5.0,,5,3
41,1,30,1,1,7,3,1,8.0,8.0,8.0,8.0,8.0,,5,3
41,1,30,1,1,7,3,1,8.0,8.0,8.0,8.0,8.0,8.0,5,3
41,1,30,1,1,7,3,0,8.0,8.0,8.0,8.0,8.0,,5,3
41,1,30,1,1,7,3,0,10.0,10.0,10.0,10.0,10.0,,5,3
41,1,30,1,1,7,3,0,8.0,8.0,8.0,8.0,8.0,,5,3
41,1,30,1,1,7,3,0,10.0,10.0,10.0,10.0,10.0,,5,3
41,1,30,1,1,7,3,1,10.0,10.0,10.0,10.0,10.0,,5,3
41,1,30,1,1,7,3,1,10.0,10.0,10.0,10.0,10.0,,5,3
41,1,30,1,1,7,3,0,10.0,5.0,10.0,5.0,5.0,,5,3
41,1,30,1,1,7,3,0,5.0,5.0,5.0,5.0,5.0,,5,3
41,1,30,1,1,7,3,0,5.0,5.0,5.0,5.0,5.0,,5,3
41,1,30,1,1,7,3,0,5.0,5.0,5.0,5.0,5.0,,5,3
41,1,30,1,1,7,3,0,5.0,5.0,5.0,10.0,5.0,,5,3
42,1,23,1,6,6,3,0,3.0,10.0,9.0,5.0,9.0,2.0,8,3
42,1,23,1,6,6,3,0,3.0,6.0,8.0,5.0,5.0,1.0,8,3
42,1,23,1,6,6,3,0,6.0,10.0,9.0,8.0,9.0,,8,3
42,1,23,1,6,6,3,0,7.0,6.0,7.0,9.0,8.0,2.0,8,3
42,1,23,1,6,6,3,1,8.0,9.0,7.0,7.0,5.0,,8,3
42,1,23,1,6,6,3,1,7.0,8.0,8.0,9.0,8.0,,8,3
42,1,23,1,6,6,3,1,8.0,9.0,8.0,9.0,8.0,,8,3
42,1,23,1,6,6,3,1,7.0,10.0,9.0,8.0,9.0,,8,3
42,1,23,1,6,6,3,0,3.0,8.0,7.0,5.0,8.0,,8,3
42,1,23,1,6,6,3,0,4.0,7.0,7.0,6.0,6.0,,8,3
42,1,23,1,6,6,3,0,8.0,7.0,8.0,2.0,9.0,,8,3
42,1,23,1,6,6,3,0,5.0,9.0,10.0,8.0,10.0,4.0,8,3
42,1,23,1,6,6,3,0,6.0,10.0,10.0,8.0,10.0,6.0,8,3
42,1,23,1,6,6,3,0,6.0,9.0,7.0,6.0,6.0,3.0,8,3
42,1,23,1,6,6,3,0,3.0,8.0,7.0,7.0,10.0,4.0,8,3
42,1,23,1,6,6,3,0,4.0,7.0,7.0,5.0,6.0,,8,3
42,1,23,1,6,6,3,0,4.0,8.0,9.0,6.0,4.0,,8,3
42,1,23,1,6,6,3,0,6.0,10.0,9.0,8.0,10.0,,8,3
42,1,23,1,6,6,3,0,4.0,9.0,8.0,6.0,6.0,5.0,8,3
43,1,24,1,1,3,1,0,4.0,5.0,6.0,4.0,6.0,2.0,5,1
43,1,24,1,1,3,1,0,4.0,5.0,5.0,3.0,5.0,1.0,5,1
43,1,24,1,1,3,1,1,4.0,6.0,5.0,4.0,3.0,2.0,5,1
43,1,24,1,1,3,1,0,5.0,5.0,6.0,4.0,7.0,2.0,5,1
43,1,24,1,1,3,1,1,8.0,5.0,6.0,6.0,5.0,1.0,5,1
43,1,24,1,1,3,1,1,6.0,5.0,7.0,5.0,5.0,2.0,5,1
43,1,24,1,1,3,1,1,7.0,6.0,5.0,7.0,3.0,5.0,5,1
43,1,24,1,1,3,1,0,5.0,6.0,6.0,4.0,7.0,6.0,5,1
43,1,24,1,1,3,1,0,4.0,4.0,5.0,4.0,6.0,5.0,5,1
43,1,24,1,1,3,1,0,3.0,4.0,7.0,3.0,7.0,1.0,5,1
43,1,24,1,1,3,1,1,6.0,6.0,6.0,6.0,5.0,3.0,5,1
43,1,24,1,1,3,1,0,5.0,6.0,7.0,4.0,4.0,3.0,5,1
43,1,24,1,1,3,1,0,4.0,4.0,7.0,3.0,6.0,4.0,5,1
43,1,24,1,1,3,1,0,6.0,5.0,5.0,6.0,7.0,2.0,5,1
43,1,24,1,1,3,1,1,7.0,4.0,7.0,3.0,7.0,5.0,5,1
43,1,24,1,1,3,1,1,6.0,5.0,5.0,4.0,5.0,4.0,5,1
43,1,24,1,1,3,1,0,4.0,6.0,7.0,3.0,6.0,4.0,5,1
43,1,24,1,1,3,1,0,4.0,6.0,7.0,6.0,7.0,2.0,5,1
43,1,24,1,1,3,1,0,3.0,7.0,7.0,7.0,5.0,3.0,5,1
44,1,24,3,3,7,5,1,6.0,7.0,8.0,6.0,7.0,7.0,7,1
44,1,24,3,3,7,5,1,6.0,7.0,6.0,6.0,8.0,5.0,7,1
44,1,24,3,3,7,5,1,8.0,8.0,8.0,10.0,7.0,8.0,7,1
44,1,24,3,3,7,5,1,5.0,7.0,8.0,7.0,8.0,8.0,7,1
44,1,24,3,3,7,5,1,7.0,6.0,6.0,7.0,5.0,4.0,7,1
44,1,24,3,3,7,5,1,8.0,7.0,7.0,8.0,7.0,7.0,7,1
44,1,24,3,3,7,5,1,9.0,7.0,7.0,7.0,6.0,5.0,7,1
44,1,24,3,3,7,5,1,5.0,5.0,5.0,5.0,6.0,5.0,7,1
44,1,24,3,3,7,5,1,7.0,6.0,7.0,6.0,7.0,5.0,7,1
44,1,24,3,3,7,5,1,7.0,7.0,7.0,7.0,6.0,7.0,7,1
44,1,24,3,3,7,5,1,9.0,7.0,7.0,6.0,7.0,7.0,7,1
44,1,24,3,3,7,5,1,7.0,6.0,6.0,7.0,7.0,8.0,7,1
44,1,24,3,3,7,5,1,6.0,7.0,7.0,6.0,6.0,8.0,7,1
44,1,24,3,3,7,5,1,8.0,7.0,8.0,7.0,6.0,6.0,7,1
44,1,24,3,3,7,5,1,8.0,7.0,8.0,,8.0,6.0,7,1
44,1,24,3,3,7,5,1,7.0,7.0,7.0,5.0,6.0,7.0,7,1
44,1,24,3,3,7,5,1,5.0,5.0,6.0,5.0,7.0,5.0,7,1
44,1,24,3,3,7,5,1,7.0,6.0,6.0,7.0,6.0,5.0,7,1
44,1,24,3,3,7,5,1,8.0,5.0,5.0,5.0,5.0,4.0,7,1
45,1,28,6,6,7,7,1,7.0,8.0,8.0,7.0,9.0,6.0,7,3
45,1,28,6,6,7,7,1,7.0,7.0,7.0,5.0,6.0,5.0,7,3
45,1,28,6,6,7,7,1,7.0,8.0,7.0,6.0,6.0,6.0,7,3
45,1,28,6,6,7,7,1,6.0,6.0,6.0,6.0,5.0,5.0,7,3
45,1,28,6,6,7,7,1,7.0,6.0,6.0,7.0,6.0,6.0,7,3
45,1,28,6,6,7,7,1,7.0,6.0,8.0,7.0,6.0,7.0,7,3
45,1,28,6,6,7,7,1,8.0,8.0,7.0,8.0,6.0,7.0,7,3
45,1,28,6,6,7,7,1,7.0,7.0,7.0,6.0,6.0,6.0,7,3
45,1,28,6,6,7,7,1,8.0,8.0,6.0,7.0,6.0,6.0,7,3
45,1,28,6,6,7,7,1,6.0,6.0,6.0,6.0,6.0,5.0,7,3
45,1,28,6,6,7,7,1,9.0,8.0,8.0,7.0,8.0,6.0,7,3
45,1,28,6,6,7,7,1,9.0,8.0,8.0,8.0,8.0,7.0,7,3
45,1,28,6,6,7,7,0,6.0,5.0,7.0,5.0,7.0,5.0,7,3
45,1,28,6,6,7,7,1,7.0,7.0,7.0,7.0,7.0,7.0,7,3
45,1,28,6,6,7,7,1,8.0,6.0,7.0,6.0,7.0,7.0,7,3
45,1,28,6,6,7,7,1,7.0,7.0,8.0,7.0,7.0,7.0,7,3
45,1,28,6,6,7,7,1,6.0,7.0,6.0,6.0,5.0,6.0,7,3
45,1,28,6,6,7,7,1,6.0,6.0,7.0,9.0,7.0,7.0,7,3
45,1,28,6,6,7,7,0,5.0,7.0,5.0,5.0,6.0,5.0,7,3
46,1,26,2,3,7,8,0,6.0,7.0,10.0,8.0,9.0,8.0,8,3
46,1,26,2,3,7,8,0,5.0,8.0,5.0,5.0,6.0,5.0,8,3
46,1,26,2,3,7,8,0,6.0,8.0,9.0,8.0,8.0,9.0,8,3
46,1,26,2,3,7,8,0,7.0,8.0,8.0,8.0,7.0,9.0,8,3
46,1,26,2,3,7,8,1,10.0,8.0,7.0,8.0,7.0,8.0,8,3
46,1,26,2,3,7,8,1,10.0,9.0,9.0,10.0,7.0,8.0,8,3
46,1,26,2,3,7,8,1,9.0,8.0,8.0,8.0,7.0,9.0,8,3
46,1,26,2,3,7,8,1,7.0,7.0,7.0,7.0,7.0,9.0,8,3
46,1,26,2,3,7,8,0,6.0,7.0,6.0,8.0,7.0,7.0,8,3
46,1,26,2,3,7,8,0,6.0,8.0,8.0,9.0,8.0,6.0,8,3
46,1,26,2,3,7,8,1,9.0,6.0,7.0,6.0,7.0,8.0,8,3
46,1,26,2,3,7,8,1,8.0,9.0,8.0,7.0,10.0,7.0,8,3
46,1,26,2,3,7,8,0,6.0,8.0,7.0,8.0,8.0,8.0,8,3
46,1,26,2,3,7,8,1,7.0,7.0,7.0,9.0,8.0,7.0,8,3
46,1,26,2,3,7,8,1,8.0,8.0,8.0,6.0,9.0,8.0,8,3
46,1,26,2,3,7,8,0,6.0,7.0,8.0,6.0,9.0,7.0,8,3
46,1,26,2,3,7,8,0,6.0,8.0,9.0,8.0,9.0,7.0,8,3
46,1,26,2,3,7,8,1,8.0,8.0,8.0,10.0,8.0,7.0,8,3
46,1,26,2,3,7,8,0,6.0,8.0,7.0,9.0,7.0,6.0,8,3
47,1,30,2,2,8,6,1,9.0,5.0,6.0,5.0,5.0,7.0,5,3
47,1,30,2,2,8,6,1,,5.0,6.0,5.0,6.0,3.0,5,3
47,1,30,2,2,8,6,1,5.0,6.0,6.0,4.0,7.0,4.0,5,3
47,1,30,2,2,8,6,1,6.0,6.0,6.0,5.0,6.0,4.0,5,3
47,1,30,2,2,8,6,1,6.0,7.0,5.0,5.0,5.0,2.0,5,3
47,1,30,2,2,8,6,1,5.0,6.0,6.0,6.0,6.0,6.0,5,3
47,1,30,2,2,8,6,1,7.0,5.0,6.0,6.0,4.0,5.0,5,3
47,1,30,2,2,8,6,1,5.0,6.0,7.0,5.0,7.0,5.0,5,3
